geo_mw,,,,,,,,,,,,,
Symantec survey - May 2014,,,,,,,,,,,,,
,,,,,,,,,,,,,
1. What is your title?,,,,,,,,,,,,,
Value,Count,Percent,,,,,,,,,,,
"Principal (e.g., owner, founder, partner, CEO, president, etc.)",93,100.00%,,,,,,,,,,,
Vice President or Director,0,0.00%,,,,,,,,,,,
Manager,0,0.00%,,,,,,,,,,,
Individual contributor,0,0.00%,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
2. How many full-time employees does your company have?,,,,,,,,,,,,,
Value,Count,Percent,,,,,,,,,,,
19-Jan,47,51.10%,,,,,,,,,,,
20-99,28,30.40%,,,,,,,,,,,
100-500,17,18.50%,,,,,,,,,,,
More than 500,0,0.00%,,,,,,,,,,,
,,,,,,,,,,,,,
Statistics,,,,,,,,,,,,,
Sum,"2,307.00",,,,,,,,,,,,
Average,25.1,,,,,,,,,,,,
StdDev,36.6,,,,,,,,,,,,
Max,100,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
3. What is your gender?,,,,,,,,,,,,,
Value,Count,Percent,,,,,,,,,,,
Male,56,60.90%,,,,,,,,,,,
Female,36,39.10%,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
4. What is your age?,,,,,,,,,,,,,
Value,Count,Percent,,,,,,,,,,,
Under 18,0,0.00%,,,,,,,,,,,
18-34,14,15.20%,,,,,,,,,,,
35-49,32,34.80%,,,,,,,,,,,
50-64,38,41.30%,,,,,,,,,,,
Over 64,8,8.70%,,,,,,,,,,,
,,,,,,,,,,,,,
Statistics,,,,,,,,,,,,,
Sum,"3,272.00",,,,,,,,,,,,
Average,39,,,,,,,,,,,,
StdDev,11.6,,,,,,,,,,,,
Max,50,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
5. In which state is your company headquartered?,,,,,,,,,,,,,
Value,Count,Percent,,,,,,,,,,,
Alabama,0,0.00%,,,,,,,,,,,
Alaska,0,0.00%,,,,,,,,,,,
Arizona,0,0.00%,,,,,,,,,,,
Arkansas,0,0.00%,,,,,,,,,,,
California,0,0.00%,,,,,,,,,,,
Colorado,0,0.00%,,,,,,,,,,,
Connecticut,0,0.00%,,,,,,,,,,,
Delaware,0,0.00%,,,,,,,,,,,
Florida,0,0.00%,,,,,,,,,,,
Georgia,0,0.00%,,,,,,,,,,,
Hawaii,0,0.00%,,,,,,,,,,,
Idaho,0,0.00%,,,,,,,,,,,
Illinois,30,32.30%,,,,,,,,,,,
Indiana,11,11.80%,,,,,,,,,,,
Iowa,2,2.20%,,,,,,,,,,,
Kansas,4,4.30%,,,,,,,,,,,
Kentucky,0,0.00%,,,,,,,,,,,
Louisiana,0,0.00%,,,,,,,,,,,
Maine,0,0.00%,,,,,,,,,,,
Maryland,0,0.00%,,,,,,,,,,,
Massachusetts,0,0.00%,,,,,,,,,,,
Michigan,9,9.70%,,,,,,,,,,,
Minnesota,1,1.10%,,,,,,,,,,,
Mississippi,0,0.00%,,,,,,,,,,,
Missouri,12,12.90%,,,,,,,,,,,
Montana,0,0.00%,,,,,,,,,,,
Nebraska,0,0.00%,,,,,,,,,,,
Nevada,0,0.00%,,,,,,,,,,,
New Hampshire,0,0.00%,,,,,,,,,,,
New Jersey,0,0.00%,,,,,,,,,,,
New Mexico,0,0.00%,,,,,,,,,,,
New York,0,0.00%,,,,,,,,,,,
North Carolina,0,0.00%,,,,,,,,,,,
North Dakota,3,3.20%,,,,,,,,,,,
Ohio,17,18.30%,,,,,,,,,,,
Oklahoma,0,0.00%,,,,,,,,,,,
Oregon,0,0.00%,,,,,,,,,,,
Pennsylvania,0,0.00%,,,,,,,,,,,
Rhode Island,0,0.00%,,,,,,,,,,,
South Carolina,0,0.00%,,,,,,,,,,,
South Dakota,0,0.00%,,,,,,,,,,,
Tennessee,0,0.00%,,,,,,,,,,,
Texas,0,0.00%,,,,,,,,,,,
Utah,0,0.00%,,,,,,,,,,,
Vermont,0,0.00%,,,,,,,,,,,
Virginia,0,0.00%,,,,,,,,,,,
Washington,0,0.00%,,,,,,,,,,,
West Virginia,0,0.00%,,,,,,,,,,,
Wisconsin,4,4.30%,,,,,,,,,,,
Wyoming,0,0.00%,,,,,,,,,,,
District of Columbia,0,0.00%,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
6. Which best describes your industry?,,,,,,,,,,,,,
Value,Count,Percent,,,,,,,,,,,
Accommodation & food service,7,7.80%,,,,,,,,,,,
"Administrative, support, waste management & remediation service",0,0.00%,,,,,,,,,,,
"Arts, entertainment & recreation",6,6.70%,,,,,,,,,,,
Construction,11,12.20%,,,,,,,,,,,
Educational services,4,4.40%,,,,,,,,,,,
Finance & insurance,4,4.40%,,,,,,,,,,,
Health care & social assistance,2,2.20%,,,,,,,,,,,
Information technology,2,2.20%,,,,,,,,,,,
"Local, state or federal government (any kind)",0,0.00%,,,,,,,,,,,
Management of companies & enterprises,1,1.10%,,,,,,,,,,,
Manufacturing,6,6.70%,,,,,,,,,,,
Mining,0,0.00%,,,,,,,,,,,
Other services (except public administration),12,13.30%,,,,,,,,,,,
Professional services,10,11.10%,,,,,,,,,,,
Scientific & technical services,1,1.10%,,,,,,,,,,,
"Real estate, rental & leasing",4,4.40%,,,,,,,,,,,
Retail trade,15,16.70%,,,,,,,,,,,
Transportation & warehousing,3,3.30%,,,,,,,,,,,
Utilities,0,0.00%,,,,,,,,,,,
Wholesale trade,2,2.20%,,,,,,,,,,,
Not currently working,0,0.00%,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
7. How long has your company been in business?,,,,,,,,,,,,,
Value,Count,Percent,,,,,,,,,,,
Less than one year,0,0.00%,,,,,,,,,,,
One to five years,23,25.60%,,,,,,,,,,,
Six to 10 years,24,26.70%,,,,,,,,,,,
More than 10 years,43,47.80%,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"8. What is your revenue outlook for 2014, compared to 2013?",,,,,,,,,,,,,
Value,Count,Percent,,,,,,,,,,,
Up by 10% or more,30,32.30%,,,,,,,,,,,
"Up, by less than 10%",23,24.70%,,,,,,,,,,,
Same as 2013,29,31.20%,,,,,,,,,,,
"Down, by less than 10%",7,7.50%,,,,,,,,,,,
Down by more than 10%,4,4.30%,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"9. Roughly what percent of your work time do you spend conducting business via a smartphone (e.g., an iPhone or Samsung Galaxy) and/or tablet (e.g., an iPad)?",,,,,,,,,,,,,
Value,Count,Percent,,,,,,,,,,,
